Site;Monument Description;Height of Monument (m);Monument Foundation;Foundation Depth (m);Geologic Characteristic;Sta;Lat(deg);Long(deg);Hgt(m);X(m);Y(m);Z(m);Dtbeg;Dtend;Dtmod;NumSol;StaOrigName
ARCM;STEEL MAST;:  ROOF;:;;;ARCM;33.5424;267.1173;25.543;-267628.1824;-5314759.4904;3504269.4104;2005-08-09;2022-09-24;2022-10-01;6084.0;
ARDH;:;:                      :;;;;ARDH;45.1075;266.8201;253.133;-250137.4888;-4502369.8581;4495968.4873;2009-08-16;2022-09-24;2022-10-01;4432.0;
ARDQ;PILLAR;2.44;CONCRETE;3.05;Sand;ARDQ;34.0801;265.6763;147.636;-398698.7105;-5273357.2557;3553890.6409;2019-03-09;2022-09-24;2022-10-01;1279.0;
ARDU;PILLAR;3;CONCRETE BLOCK;1;CLAY/LIMESTONE/CLAY;ARDU;41.6658;356.2574;844.458;4762207.9922;-311513.521;4218509.2039;2009-07-30;2022-09-17;2022-09-25;4725.0;
ARFY;STEEL TRUSS TOWER;:  3'DIA CONCRETE;1.5                :;;;ARFY;36.1158;265.82;349.603;-376023.4749;-5144995.6601;3738785.1491;2005-08-09;2022-09-24;2022-10-01;6017.0;
ARG1;MAST;:  WALL;:;;;ARG1;27.761;344.3186;67.838;5437937.4975;-1526630.2661;2953126.9047;2010-07-14;2022-06-14;2022-09-03;4068.0;ARGU
ARGS;PILLAR;2.44;CONCRETE;3.05;SAND;ARGS;34.0682;266.8838;69.334;-287518.4906;-5281261.1994;3552754.4063;2018-06-22;2022-09-24;2022-10-01;1548.0;
ARGU;PERMANENT STATION UNSPECIFIED;:  UNKNOWN;:;;;ARGU;36.05;242.4781;1791.338;-2386308.6842;-4579773.0394;3733733.8088;1999-03-28;2011-07-24;2022-05-10;3897.0;
ARHP;STEEL MAST;:  ROOF;:;;;ARHP;33.6961;266.3994;84.484;-333601.0133;-5301621.2679;3518493.8668;2005-08-09;2022-09-24;2022-10-01;5922.0;
ARHR;STEEL TRUSS TOWER;:  4'X4' IN PLACE CONCRETE;1.5;CONGLOMERATE;;ARHR;36.1842;266.9698;332.327;-272465.1386;-5147017.5567;3744907.474;2005-08-09;2022-09-24;2022-10-01;5843.0;
ARIB;STEEL MAST;2.5;MAST SCREW ANCHORED TO BUILDING WALL;0                  :;;ARIB;42.9351;358.7379;1037.427;4676495.348;-103032.7995;4322929.1765;2009-12-01;2022-09-17;2022-09-26;4394.0;
ARJB;Reinforced Concrete Pillar;2.1;Reinforced Concrete;4.5;CLAY;ARJB;35.8479;269.2528;61.797;-67497.6353;-5175508.7;3714563.6489;2013-09-02;2022-09-24;2022-10-01;3250.0;
ARLN;BLDING MOUNT 2-1/2 STEEL PIPE W/SCIGN MOUNT;:  ODOT MAINTENANCE BUILDING CONC BLOCK VI:   Spread footing (2 t:;;;;ARLN;45.7082;239.8167;120.38;-2243186.2755;-3856769.8994;4542744.9062;2007-12-19;2022-06-07;2022-06-20;4504.0;
ARLR;STEEL TOWER;:  CONCRETE PILLARS;:;;;ARLR;34.6726;267.6174;73.224;-218301.6716;-5246693.4162;3608099.4873;2005-08-09;2022-09-24;2022-10-01;6140.0;
ARM1;Wyatt/Agnew drilled-braced;:;: Sediments;;;ARM1;35.2013;241.0896;76.817;-2522429.755;-4567409.6426;3656178.1572;2000-06-01;2022-09-24;2022-10-01;6365.0;
ARM2;Wyatt/Agnew drilled-braced;:;: Sediments;;;ARM2;35.2013;241.0894;76.813;-2522440.2542;-4567403.2749;3656178.8568;2002-02-02;2022-09-24;2022-10-01;6769.0;
ARM3;Reinforced Concrete pillar;2.50;Reinforced Concrete;4.11;CLAY;ARM3;36.3692;267.6269;227.718;-212916.3827;-5137582.7507;3761395.8748;2010-11-03;2022-09-24;2022-10-01;4291.0;
ARMH;Reinforced Concrete pillar;2.44;Reinforced Concrete;4.11;Clay;ARMH;36.3528;267.6177;233.126;-213786.6019;-5138633.1853;3759930.38;2006-08-29;2008-11-29;2022-05-10;736.0;
ARML;DEEP-DRILLED BRACED;:;:;;;ARML;35.9173;270.1971;50.033;17789.9923;-5171398.1673;3720791.787;2018-01-26;2022-09-24;2022-10-01;1686.0;
ARMO;PILLAR;2.134;CONCRETE;3.05;CLAY;ARMO;33.5946;268.1868;52.671;-168277.3064;-5315654.5289;3509104.5767;2017-02-23;2022-09-24;2022-10-01;1999.0;
ARMY;Steel Pin in Rock;:  UNKNOWN;:;;;ARMY;38.4977;241.5618;1822.02;-2380889.9682;-4396350.3102;3949964.9467;2005-09-23;2021-04-06;2022-05-10;706.0;
ARNG;SHALLOW-DRILLED BRACED;:;:;;;ARNG;43.667;247.3774;1556.22;-1777983.3866;-4266583.977;4382478.0711;2005-06-03;2019-09-09;2022-05-10;4267.0;
ARP7;STEEL TOWER;:;:;;;ARP7;27.8384;262.941;-16.428;-693606.198;-5601311.9575;2960669.0468;1996-01-12;2017-08-20;2022-05-10;7375.0;
ARP8;STEEL TOWER;:;:;;;ARP8;27.8384;262.9408;-16.401;-693632.9432;-5601307.9149;2960670.4779;1996-05-21;2017-08-25;2022-05-10;4572.0;
ARPB;PILLAR;2.54;CONCRETE;1.22               :;;ARPB;34.1936;268.0858;36.045;-176409.7921;-5278300.4763;3564252.7498;2015-12-10;2022-09-24;2022-10-01;2426.0;
ARPG;STEEL MAST;:  ROOF;:;;;ARPG;36.0591;269.4812;68.42;-46741.175;-5161984.2988;3733536.516;2005-08-09;2022-09-24;2022-10-01;6136.0;
ARRD;STEEL MAST;:;:;;;ARRD;38.9829;350.9206;176.525;4902454.6306;-783441.5126;3990952.2327;2014-06-26;2022-06-01;2022-06-16;2645.0;
ARRV;PILLAR;2.134;CONCRETE;3.05;BEDROCK;ARRV;35.3063;266.8691;89.787;-284610.9477;-5203157.0813;3665701.8583;2016-09-09;2022-09-24;2022-10-01;2016.0;
ARSP;STEEL MAST;1.5;ROOF;0                  :;;ARSP;40.2067;354.9172;638.195;4859224.0172;-432201.1982;4095956.6452;2008-03-13;2022-09-17;2022-09-26;5241.0;
ARTE;Steel Pin in Rock;:  UNKNOWN;:;;;ARTE;38.9999;240.5911;1638.3;-2437816.981;-4324853.7565;3993341.4276;2007-05-04;2022-07-26;2022-08-05;1033.0;
ARUF;STEEL MAST;1.50;ROOF;: MORAINIC DEPOSITS;;ARUF;43.0995;359.5689;482.018;4664623.7463;-35100.312;4335912.8214;2014-03-13;2022-09-24;2022-10-01;3109.0;
ARWY;STEEL MAST;6;BUILDING;1.067;CLAY;ARWY;35.2532;269.1986;54.765;-72933.4073;-5213798.5478;3660873.3519;2015-08-28;2022-09-24;2022-10-01;2524.0;
ASBU;SHALLOW FOUNDATION MAST;:;: CINDER CONE;;;ASBU;43.8206;238.6315;1508.865;-2399895.2394;-3936523.5143;4394773.1393;2011-08-18;2022-09-24;2022-10-01;3412.0;
ASCS;3.5 in. Diameter Steel Mast;13;Side of brick building;.6                 :;;ASCS;42.2553;282.203;549.744;999466.8639;-4621545.4359;4267004.8912;2009-05-13;2022-09-24;2022-10-01;2551.0;
ASHL;BLDING MOUNT 2-1/2 STEEL PIPE W/SCIGN MOUNT;:  ODOT MAINTENANCE BUILDING;:;;;ASHL;42.1807;237.3298;608.727;-2555421.5734;-3985040.4919;4260906.465;2007-04-03;2022-06-07;2022-06-20;4591.0;
ASHM;PERMANENT STATION UNSPECIFIED;:  UNKNOWN;:;;;ASHM;36.3459;243.8606;885.738;-2266246.3786;-4617948.6281;3759701.7213;2005-09-11;2019-09-24;2022-05-10;3856.0;
ASHV;STEEL MAST ATTACHED TO 4-STORY BRICK CHIMNEY;:;:;;;ASHV;35.5995;277.4538;659.154;673609.6948;-5148653.6296;3692529.5116;1997-06-29;2004-03-30;2022-05-10;2357.0;
AST1;CONCRETE PILLAR;:;:;;;AST1;39.3903;242.6916;1760.07;-2265134.3363;-4387045.2038;4027011.8624;2004-07-31;2016-08-04;2022-05-10;4236.0;
AST2;CONCRETE PILLAR;:;:;;;AST2;39.3904;242.6914;1760.3;-2265146.4772;-4387025.5544;4027026.7042;2004-07-31;2016-08-04;2022-05-10;4190.0;
ASTO;STEEL MAST;1.5;ROOF;0                  :;;ASTO;42.4572;353.9453;940.672;4687266.6923;-497176.6782;4283843.8288;2008-03-07;2022-09-17;2022-09-26;4766.0;
ASUB;STEEL MAST ATTACHED TO 4-STORY BRICK BLDG;:;:;;;ASUB;36.2141;278.3181;956.646;745449.0985;-5098561.8027;3747953.1049;2003-01-18;2022-09-24;2022-10-01;6558.0;
ATL1;:;:                      :;;;;ATL1;33.9356;275.4796;295.306;505865.0622;-5273284.6149;3540689.6138;1997-11-15;2002-03-17;2022-05-10;800.0;
AUBN;PILLAR;:  3 Story Building Rooftop;: CLAY;;;AUBN;41.366;274.9456;243.332;413289.7471;-4776162.568;4193173.54;2003-12-05;2022-09-24;2022-10-01;6613.0;
AUBR;Steel Pin in Rock;:  UNKNOWN;:;;;AUBR;35.9372;247.0277;1856.314;-2018402.9979;-4761455.2235;3723639.2296;2011-04-19;2018-09-27;2022-05-10;1799.0;
AULT;BUILDING WALL;:;:;;;AULT;29.9978;264.2553;25.764;-553367.7751;-5500637.9531;3170172.6801;2015-07-22;2022-09-24;2022-10-01;2553.0;
AUT0;MAST;:  WALL;:;;;AUT0;30.3955;262.2648;257.09;-741133.4468;-5456322.8946;3208395.3346;2013-06-04;2022-09-09;2022-09-24;2242.0;
AVCA;PILLAR;1.52;POURED CONCRETE CYLINDER;3.66               :;;AVCA;43.0609;277.3123;200.481;594062.0431;-4629522.4569;4332585.3762;2003-04-10;2022-09-24;2022-10-01;6834.0;
AVI2;STEEL MAST;1.5;ROOF;0                  :;;AVI2;40.6638;355.3218;1206.511;4829770.3566;-395227.9445;4134964.0033;2014-08-01;2022-09-17;2022-09-26;2900.0;
AVIL;STEEL MAST;1.5;ROOF;0;Granite;AVIL;40.6511;355.3207;1176.885;4830657.2814;-395397.3062;4133873.1936;2006-01-19;2015-12-08;2022-05-10;3436.0;
AVIS;STEEL MAST;:;:;;;AVIS;39.0566;352.1105;270.074;4912635.2964;-680765.5043;3997369.6334;2008-11-06;2021-08-11;2022-05-10;4569.0;
AVL1;PILLAR;:  ROOF;: BEDROCK;;;AVL1;43.5579;354.0869;78.445;4604888.8405;-476930.1862;4372677.55;2019-04-18;2022-09-24;2022-10-01;1064.0;
AVLS;STEEL MAST;:  ROOF;:;;;AVLS;43.566;354.0942;151.074;4604378.9786;-476286.8612;4373385.8586;2010-01-30;2019-05-02;2022-05-10;3260.0;
AVRY;Wyatt/Agnew drilled-braced;:;: SEDIMENTS, FINE ALLUVIAL;;;AVRY;34.4683;242.846;888.917;-2402751.4458;-4684501.9141;3589896.4936;1999-03-11;2022-09-24;2022-10-01;8450.0;
AWES;STEEL MAST;30;Roof;1                  :;;AWES;30.1003;269.017;-10.312;-94742.0342;-5521868.8053;3179990.0508;2010-05-16;2022-09-24;2022-10-01;4440.0;
AYOR;Stainless steel mount on top of steel tower;1.050;CONCRETE;: LIMESTONE, GYPSUM, SALT ROCK, SALT LAKES.;;AYOR;39.0613;358.9408;661.873;4958705.4938;-91680.4513;3998023.9366;2007-05-28;2019-09-22;2022-05-10;4435.0;
AZAH;STEEL MAST;20;ROOF;:;;AZAH;33.7745;248.1081;711.873;-1979047.6118;-4925047.9507;3526074.5969;2005-04-12;2008-07-05;2022-05-10;1171.0;
AZAM;STEEL MAST;7;ROOF PARAPET WALL;1                  :;;AZAM;31.73;248.9286;928.938;-1952484.4765;-5067522.2897;3335496.2051;2011-03-05;2022-09-24;2022-10-01;3543.0;
AZBH;STEEL MAST;3.7;ROOF PARAPET WALL;0.5                :;;AZBH;35.1075;245.395;151.685;-2174939.952;-4749388.7934;3647716.5937;2009-01-01;2022-09-24;2022-10-01;4971.0;
AZBK;STEEL BOLT;:  ROOF;: CONGLOMERATE/SAND;;;AZBK;33.3695;247.3799;242.896;-2050884.8806;-4922062.7906;3488393.6327;2004-11-16;2021-10-03;2022-05-10;5074.0;
AZBR;STEEL MAST;7.5;ROOF PARAPET WALL;0.61               :;;AZBR;32.259;249.1986;758.395;-1917501.2409;-5047473.5382;3385156.6808;2012-05-15;2022-09-24;2022-10-01;3265.0;
AZCC;STEEL MAST ATTACHED TO 2-STORY BRICK BLDG;:;:;;;AZCC;31.3901;250.0749;1473.16;-1857599.5444;-5124551.9558;3303661.3028;2004-01-08;2005-03-15;2022-05-10;397.0;
AZCL;STEEL MAST;:  CONCRETE CYLINDER;:;;;AZCL;32.9837;248.4846;407.167;-1964244.8747;-4982606.4983;3452660.5359;2005-05-23;2013-04-01;2022-05-10;2605.0;
AZCN;STEEL MAST;:;: SOIL;;;AZCN;36.8398;252.089;1861.25;-1572187.6594;-4864404.621;3804295.1372;1999-05-10;2011-08-19;2022-05-10;4110.0;
AZCO;STEEL MAST;:;:;;;AZCO;31.3911;250.0709;1473.17;-1857944.1998;-5124370.3788;3303748.5727;2005-03-16;2018-12-10;2022-05-10;4518.0;
AZDS;STEEL MAST;3.48;ROOF PARAPET WALL;1.2                :;;AZDS;35.5331;245.6408;870.667;-2143529.182;-4734334.8596;3686666.1846;2012-02-10;2022-09-24;2022-10-01;3634.0;
AZFL;STEEL MAST;14.2;ROOF PARAPET WALL;2;BEDROCK;AZFL;35.1773;248.343;2088.01;-1926745.5277;-4852285.2646;3655166.0596;2009-02-19;2022-09-19;2022-10-01;4645.0;FLAG
AZFM;STEEL MAST;19.3;ROOF PARAPET WALL;1.0                :;;AZFM;34.8522;245.4049;119.882;-2180866.8995;-4764502.0699;3624495.2176;2009-05-13;2022-03-14;2022-05-10;4547.0;FORT
AZGB;STEEL MAST;:  ROOF;:;;;AZGB;33.3954;249.2285;1097.83;-1890727.9312;-4984856.422;3491254.6182;2003-04-20;2022-09-24;2022-10-01;6756.0;
AZGV;TOWER;5.2;:   1.2                :;;;AZGV;35.2544;245.7457;867.565;-2142210.6593;-4754585.7614;3661448.9257;2010-09-16;2022-09-24;2022-10-01;4205.0;
AZKR;SHORT STEEL MAST;:  ROOF;:;;;AZKR;33.059;249.0897;560.556;-1909937.2607;-4998941.1576;3459746.5037;2005-05-23;2013-07-09;2022-05-10;2575.0;
AZLH;STEEL MAST;5.8;ROOF PARAPET WALL;1                  :;;AZLH;34.5083;245.6529;172.515;-2169193.7555;-4793713.3341;3593150.9445;2010-08-29;2022-09-24;2022-10-01;4051.0;
AZM1;ALUMINUM MAST - 3 INCH;7.3;CONCRETE;0.75               :;;AZM1;33.0284;247.9445;340.212;-2010095.5018;-4961308.9;3456786.539;2011-11-30;2022-09-17;2022-09-26;3686.0;AZMP
AZMO;THREADED BOLT;:  ROOF;:;;;AZMO;33.0595;247.7393;375.583;-2027145.3323;-4952366.3763;3459697.6987;2005-05-23;2007-10-14;2022-05-10;770.0;
AZPA;STEEL MAST;5.4;ROOF PARAPET WALL;1                  :;;AZPA;33.6927;247.7221;371.967;-2013985.3353;-4915999.2333;3518347.5479;2011-03-03;2022-09-24;2022-10-01;3688.0;
AZPE;THREADED ROD;:  ROOF;:;;;AZPE;33.5749;247.7444;316.233;-2014794.7954;-4923438.1715;3507437.5546;2005-05-23;2012-02-03;2022-05-10;2231.0;
AZPG;STEEL MAST;12;ROOF PARAPET WALL;0.5;BEDROCK;AZPG;36.9087;248.5373;1301.98;-1868673.811;-4752978.9951;3810075.5322;2009-01-11;2022-09-24;2022-10-01;4044.0;
AZPS;STEEL MAST;5.84;ROOF PARAPET WALL;0.5                :;;AZPS;34.6086;247.5393;1574.32;-2008249.9578;-4857757.8089;3603104.8864;2009-02-24;2022-09-24;2022-10-01;3750.0;PRES
AZRV;STEEL PIPE;5.3;CONCRETE MASS;1                  :;;AZRV;34.1319;250.719;2110.61;-1745713.2953;-4990272.9749;3559753.7621;2010-10-08;2022-09-24;2022-10-01;3600.0;
AZRY;Wyatt/Agnew drilled-braced;:;: BEDROCK;;;AZRY;33.5401;243.3703;1265.7;-2385740.2089;-4758052.2791;3504738.927;1999-08-24;2022-05-12;2022-06-16;7997.0;
AZSC;THREADED BOLT;:  ROOF;:;;;AZSC;33.4918;248.0774;361.28;-1988064.2962;-4939824.9833;3499775.1744;2004-06-11;2008-07-05;2022-05-10;1474.0;
AZSF;STEEL MAST IN CONCRETE BASE;4.4;:   1.8;CONGLOMERATE;;AZSF;32.802;250.2881;897.015;-1810292.9377;-5052641.3806;3436011.2217;2008-11-20;2022-09-24;2022-10-01;4906.0;
AZST;STEEL MAST;4.91;CONCRETE MASS;1.52               :;;AZST;33.1678;248.3647;485.233;-1970583.5638;-4968183.9845;3469817.7237;2012-01-06;2022-09-24;2022-10-01;3235.0;
AZSV;STEEL TOWER;4.88;CONCRETE PAD POURED ATOP BEDROCK;1.5                :;;AZSV;34.265;248.7595;1465.26;-1912124.8596;-4919431.5374;3571602.6354;2009-11-06;2022-06-21;2022-07-08;3929.0;
AZTP;SHALLOW-DRILLED BRACED;1.6;EXPOSED BED ROCK;1.3;BEDROCK;AZTP;33.4457;248.0624;360.407;-1990411.5324;-4941919.8114;3495508.1604;2009-03-22;2022-09-11;2022-09-26;3196.0;
AZU1;shallow rod/braced antenna mount;1.8;DEEP-DRILLED BRACED;:;;AZU1;34.126;242.1035;144.771;-2472979.1643;-4671338.2457;3558107.7049;1996-07-18;2022-09-13;2022-09-26;8803.0;
AZUP;STEEL MAST;3.59;CONCRETE POURED ATOP, AND PINNED TO, BE:   1.3                :;;;AZUP;33.4809;248.38;591.546;-1962261.4687;-4951053.8015;3498896.2506;2011-01-31;2020-09-17;2022-05-10;2961.0;
AZVA;STEEL MAST;8.1;ROOF PARAPET WALL;1                  :;;AZVA;31.9541;249.2297;1010.16;-1921206.1632;-5065519.4086;3356646.5654;2011-02-16;2022-09-22;2022-10-01;3376.0;
AZWA;STEEL MAST;1.78;CONCRETE;0.61;(BEDROCK);AZWA;33.8593;247.3378;540.673;-2043011.4069;-4893029.423;3533799.9932;2010-01-17;2019-10-29;2022-05-10;2516.0;
AZYC;STEEL MAST;3.48;ROOF PARAPET WALL;1.2                :;;AZYC;34.8793;245.853;541.036;-2142977.0747;-4780163.2445;3627197.4121;2012-02-10;2022-09-24;2022-10-01;3782.0;
AZYU;STEEL MAST;6.6;ROOF PARAPET WALL;1                  :;;AZYU;32.6583;245.4729;36.945;-2231309.5294;-4890029.5963;3422140.4294;2009-02-19;2022-09-24;2022-10-01;4828.0;YUMA
BACO;STEEL MAST;9.42;ROOF;:;;BACO;39.3995;283.3932;126.997;1143198.453;-4801170.1365;4026765.0271;2007-11-19;2022-09-24;2022-10-01;5207.0;
BADJ;CONCRETE PILLAR;2.5;CONCRETE BASE ON THE ROOF;:;;BADJ;38.8937;353.0107;249.936;4934001.2453;-604879.8754;3983295.4927;2010-04-01;2022-09-17;2022-09-26;4402.0;
BAI1;STEEL MAST;:;:;;;BAI1;41.1643;351.966;626.38;4761874.1654;-672122.8733;4176586.6685;2009-01-01;2021-05-25;2022-05-11;4003.0;BAIO
BALD;SHALLOW FOUNDATION MAST;:;:;;;BALD;37.7834;241.0986;2749.44;-2440376.957;-4420481.5173;3888158.074;1999-09-02;2022-09-24;2022-10-01;7764.0;
BAMO;DEEP-DRILLED BRACED;:  UNKNOWN;:;;;BAMO;40.4128;242.7954;1792.47;-2223891.458;-4326376.6882;4114149.9183;2003-02-02;2021-08-27;2022-05-11;6340.0;
BAR1;SHALLOW DRILLED-BRACED;:;: Sediments;;;BAR1;33.4805;240.9703;14.81;-2584163.0369;-4656252.8514;3498534.2332;2002-04-29;2022-09-24;2022-10-01;7268.0;
BARA;STEEL MAST;2.5;STEEL MAST ANCHORED TO BUILDING WALL;: LIMESTONE/SANDSTONE BEDROCK;;BARA;43.0659;357.2889;667.947;4662221.1051;-220770.1274;4333309.2931;2007-07-15;2022-03-05;2022-05-11;4675.0;BRZR
BARD;Forced centering device on top of an inox ma;:  CONCRETE SLAB;:;;;BARD;45.3024;359.9899;155.71;4493872.9069;-789.7285;4511161.0821;2015-02-20;2022-09-24;2022-10-01;2696.0;
BARH;Leveling bracket;:  Concrete;: BEDROCK;;;BARH;44.395;291.7783;6.746;1693644.8918;-4239067.5651;4439567.2196;1998-10-02;2022-09-24;2022-10-01;8170.0;
BARN;STEEL MAST IN CONCRETE BASE;:  CONCRETE CYLINDER;: SOIL;;;BARN;44.0991;288.8404;139.663;1481595.0384;-4342107.8879;4416102.12;2000-05-02;2016-09-04;2022-05-11;5059.0;
BASE;PERMANENT STATION UNSPECIFIED;:;:;;;BASE;42.6058;245.125;1119.198;-1978075.4227;-4266264.1756;4296131.9799;2017-02-19;2020-07-07;2022-05-11;718.0;
BASQ;BLDING MOUNT 9 Pipe,W/SECO MT.;:  BUILDING/MOUNTED TO STEEL I-BEAM;:;;;BASQ;42.4116;242.137;1348.606;-2204665.697;-4170393.5733;4280379.7452;2019-09-01;2022-09-24;2022-10-01;1088.0;
BATM;PERMANENT STATION UNSPECIFIED;:  UNKNOWN;:;;;BATM;36.4035;243.4884;736.988;-2294451.2846;-4599634.5727;3764754.723;2005-09-16;2010-08-26;2022-05-11;1776.0;
BATT;Steel Pin in Rock;:  UNKNOWN;:;;;BATT;40.5159;242.7911;1505.937;-2220717.7701;-4319400.9611;4122682.5239;2004-09-09;2018-09-11;2022-05-11;718.0;
BAYR;PILLAR;1.52;POURED CONCRETE CYLINDER;3.66               :;;BAYR;43.4462;276.1083;148.888;493529.9895;-4611778.1699;4363728.8839;2001-09-01;2022-09-24;2022-10-01;7269.0;
BBDM;Wyatt/Agnew drilled-braced;:;: Sediment;;;BBDM;34.5822;240.0185;204.875;-2627051.827;-4553579.6989;3599919.2442;2000-09-22;2022-09-24;2022-10-01;8009.0;
BBID;PERMANENT STATION UNSPECIFIED;:  UNKNOWN;:;;;BBID;44.185;248.4739;1789.907;-1681418.6866;-4262828.5955;4424106.4478;2002-09-26;2021-09-19;2022-05-11;6736.0;
BBRY;Wyatt/Agnew drilled-braced;:;: SEDIMENTS / COARSE ALLUVIAL;;;BBRY;34.2643;243.1158;2051.072;-2386883.8935;-4708014.1245;3571866.7208;1998-10-23;2022-09-24;2022-10-01;8649.0;
BBUT;Steel Pin in Rock;:  UNKNOWN;:;;;BBUT;41.4388;241.705;1264.932;-2270244.1686;-4217182.7502;4199913.5657;2011-06-30;2016-08-18;2022-05-11;215.0;
BCWR;Wyatt/Agnew drilled-braced;:;: Bedrock;;;BCWR;34.9205;240.5942;1332.942;-2571120.3623;-4561915.0078;3631398.1981;2002-02-06;2022-09-24;2022-10-01;6691.0;
BCYI;PERMANENT STATION UNSPECIFIED;:  UNKNOWN;:;;;BCYI;44.3156;246.5942;2173.36;-1816426.9122;-4196339.9163;4434769.8213;2004-10-29;2020-04-06;2022-05-11;5496.0;
BDSP;Steel Pin in Rock;:  UNKNOWN;:;;;BDSP;37.5182;245.9196;1557.9;-2067188.2807;-4625501.1104;3864113.5958;2010-08-02;2019-11-29;2022-05-11;2117.0;
BEAT;PERMANENT STATION UNSPECIFIED;:  UNKNOWN;:;;;BEAT;37.0399;243.3789;1396.033;-2284553.4406;-4557948.9564;3821772.3081;1999-01-20;2019-09-24;2022-05-11;5988.0;
BEDE;Steel Pin in Rock;:  UNKNOWN;:;;;BEDE;39.8248;240.1717;1573.559;-2440454.3142;-4256398.4882;4064071.2366;2004-03-18;2022-07-16;2022-09-03;1297.0;
BEER;Steel Pin in Rock;:  UNKNOWN;:;;;BEER;35.5581;242.2173;835.385;-2421653.4888;-4596434.3805;3688898.919;2005-08-05;2020-04-26;2022-05-11;416.0;
BEES;Steel Pin in Rock;:  UNKNOWN;:;;;BEES;39.2672;242.2905;2180.924;-2299971.3118;-4379035.8128;4016707.2219;2006-09-07;2021-10-02;2022-05-11;241.0;
BEJ_;ste;:  ROOF;:;;;BEJ_;38.0129;352.1272;305.855;4984362.4424;-689230.2353;3906759.2156;2001-11-09;2022-06-01;2022-06-17;5123.0;
BEJR;REINFORCED CONCRETE PILLAR;3.00;CONCRETE BLOCK;: HETEROGENEUS GRANITOID;;BEJR;40.3959;354.2515;1095.128;4840699.3782;-487304.6266;4112276.2024;2017-11-16;2022-09-17;2022-09-26;1686.0;
BEMT;Wyatt/Agnew drilled-braced;:;: Bedrock;;;BEMT;34.0005;244.0018;1373.663;-2320746.156;-4758616.144;3547263.8357;2001-11-15;2022-09-24;2022-10-01;7410.0;
BEND;BLDING MOUNT;:  BEND CITY HALL;:;;;BEND;44.0572;238.6848;1095.851;-2386593.5766;-3922914.1591;4413420.0195;2005-11-09;2022-09-24;2022-10-01;5774.0;
BEPK;Wyatt/Agnew drilled-braced;:;: Bedrock;;;BEPK;35.8784;241.9259;2471.124;-2435855.4418;-4566920.8028;3718714.7749;2000-09-06;2022-09-24;2022-10-01;7801.0;
BERG;Steel mast with centered screw&levelling mou;:  CONCRETE WALL ON TOP OF BUILDING;: CALCAREOUS CLAY, CLAY, SANDSTONE;;;BERG;40.6115;359.9027;892.802;4849454.0558;-8238.8352;4130349.9218;2012-04-12;2020-11-09;2022-05-11;2902.0;
BERR;Steel Pin in Rock;:  UNKNOWN;:;;;BERR;39.6022;239.5525;1930.891;-2494455.8874;-4243630.5562;4045281.4781;2007-08-18;2011-11-06;2022-05-11;256.0;
BFLD;building mount;:;:;;;BFLD;35.4131;240.9547;108.375;-2526594.8621;-4549605.1125;3675375.8461;2015-12-01;2022-09-24;2022-10-01;2267.0;
BFLO;Steel Pin in Rock;:  UNKNOWN;:;;;BFLO;40.7288;240.1713;1363.653;-2408121.6407;-4199930.6289;4140536.6891;2006-06-09;2019-06-24;2022-05-11;437.0;
BFLT;Steel Pin in Rock;:  UNKNOWN;:;;;BFLT;38.8539;240.3241;1597.102;-2462969.5411;-4322275.2285;3980698.2063;2007-05-25;2021-09-20;2022-05-11;835.0;
BFNY;STEEL PIPE ON BRICK GAUGE BUILDING;:;:;;;BFNY;42.8776;281.1096;145.542;902024.2213;-4593600.6394;4317642.7111;2002-07-26;2022-09-24;2022-10-01;5918.0;
BFSH;:;:                      :;;;;BFSH;35.5911;241.502;791.683;-2477807.7134;-4563941.4281;3691854.8526;2015-12-01;2022-09-24;2022-10-01;2309.0;
BGIS;Wyatt/Agnew drilled-braced;:;:;;;BGIS;33.9671;241.8403;2.833;-2499014.1775;-4668524.8897;3543423.647;1999-04-09;2022-09-24;2022-10-01;8385.0;
BGOH;STEEL PIPE ON BRICK GAUGE BUILDING;:;:;;;BGOH;41.3802;276.3574;210.681;530719.9873;-4763470.2321;4194335.0469;2009-01-02;2022-09-24;2022-10-01;4898.0;
BHIL;Steel Pin in Rock;:  UNKNOWN;:;;;BHIL;39.3786;239.882;1988.866;-2477959.8846;-4271604.5686;4026152.3757;2008-07-26;2021-06-22;2022-05-11;713.0;
BHMA;Steel Mast;:  Concrete Block;:;;;BHMA;26.6899;281.033;-26.051;1091289.3232;-5596982.4621;2847547.4698;2002-06-04;2022-06-18;2022-07-17;869.0;
BIAZ;INOX TRIANGULAR PLATE ON TOP OF AN INOX MAST;:  CONCRETE WALL;:;;;BIAZ;43.472;358.4631;121.393;4634456.18;-124345.2058;4365785.3144;2001-01-31;2022-09-24;2022-10-01;6621.0;
BIGP;Steel Pin in Rock;:  UNKNOWN;:;;;BIGP;37.1678;241.6617;1554.842;-2416107.3071;-4480016.8789;3833189.3774;2005-06-29;2009-08-08;2022-05-11;72.0;
BIGR;PILLAR;1.52;POURED CONCRETE CYLINDER;3.66               :;;BIGR;43.6791;274.5123;284.49;363496.4604;-4606053.6073;4382574.7849;2004-06-30;2022-09-24;2022-10-01;6267.0;
